Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
1,1701392179217,01/12/2023 00:56:19,1701392177021,1,01/12/2023 01:56:17,146089,8,task-axcc,,33341113,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701392198253,01/12/2023 00:56:38,1701392196079,1,01/12/2023 01:56:36,146089,8,task-axcc,,33341113,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,19025.19999998808,,,,,0,1,0,,,,,,Instructions,
3,1701392205185,01/12/2023 00:56:45,1701392203007,1,01/12/2023 01:56:43,146089,8,task-axcc,,33341113,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,6922.400000035763,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701392207073,01/12/2023 00:56:47,1701392204918,1,01/12/2023 01:56:44,146089,8,task-axcc,,33341113,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,8833.100000023842,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701392208508,01/12/2023 00:56:48,1701392206343,1,01/12/2023 01:56:46,146089,8,task-axcc,,33341113,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1420.699999988079,,,,,0,1,0,,,,,,Audio Check,diş
6,1701392208555,01/12/2023 00:56:48,1701392206345,1,01/12/2023 01:56:46,146089,8,task-axcc,,33341113,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Audio Check,9,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,,,END TASK,,,,,29324,,,,,0,1,0,,,,,,,
1,1701392387956,01/12/2023 00:59:47,1701392388638,1,01/12/2023 01:59:48,146089,8,task-axcc,,33341139,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701392393008,01/12/2023 00:59:53,1701392393703,1,01/12/2023 01:59:53,146089,8,task-axcc,,33341139,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,5017.600000023842,,,,,0,1,0,,,,,,Instructions,
3,1701392394360,01/12/2023 00:59:54,1701392395082,1,01/12/2023 01:59:55,146089,8,task-axcc,,33341139,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1371.6999999284744,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701392395450,01/12/2023 00:59:55,1701392396171,1,01/12/2023 01:59:56,146089,8,task-axcc,,33341139,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,2459.899999976158,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701392397313,01/12/2023 00:59:57,1701392398054,1,01/12/2023 01:59:58,146089,8,task-axcc,,33341139,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1878.7999999523163,,,,,0,1,0,,,,,,Audio Check,diş
6,1701392397407,01/12/2023 00:59:57,1701392398057,1,01/12/2023 01:59:58,146089,8,task-axcc,,33341139,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,,,END TASK,,,,,9419,,,,,0,1,0,,,,,,,
1,1701392721187,01/12/2023 01:05:21,1701392720986,-5,30/11/2023 20:05:20,146089,8,task-axcc,,33341177,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701392733735,01/12/2023 01:05:33,1701392733549,-5,30/11/2023 20:05:33,146089,8,task-axcc,,33341177,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,12531.80000000447,,,,,0,1,0,,,,,,Instructions,
3,1701392735225,01/12/2023 01:05:35,1701392734947,-5,30/11/2023 20:05:34,146089,8,task-axcc,,33341177,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1391,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701392737775,01/12/2023 01:05:37,1701392737599,-5,30/11/2023 20:05:37,146089,8,task-axcc,,33341177,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4043.5,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701392739739,01/12/2023 01:05:39,1701392739570,-5,30/11/2023 20:05:39,146089,8,task-axcc,,33341177,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,6013.4000000059605,,,diş,1,1,0,0,,,,,,Audio Check,diş
6,1701392741137,01/12/2023 01:05:41,1701392740964,-5,30/11/2023 20:05:40,146089,8,task-axcc,,33341177,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1388.8000000044703,,,,,0,1,0,,,,,,Audio Check,diş
7,1701392741266,01/12/2023 01:05:41,1701392740967,-5,30/11/2023 20:05:40,146089,8,task-axcc,,33341177,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,,,END TASK,,,,,19981,,,,,0,1,0,,,,,,,
1,1701392896710,01/12/2023 01:08:16,1701392896586,-5,30/11/2023 20:08:16,146089,8,task-axcc,,33341194,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701392908755,01/12/2023 01:08:28,1701392908683,-5,30/11/2023 20:08:28,146089,8,task-axcc,,33341194,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,12084.10000000149,,,,,0,1,0,,,,,,Instructions,
3,1701392910259,01/12/2023 01:08:30,1701392910172,-5,30/11/2023 20:08:30,146089,8,task-axcc,,33341194,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1483,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701392911670,01/12/2023 01:08:31,1701392911603,-5,30/11/2023 20:08:31,146089,8,task-axcc,,33341194,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,2914,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701392913519,01/12/2023 01:08:33,1701392913436,-5,30/11/2023 20:08:33,146089,8,task-axcc,,33341194,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1828.7000000029802,,,,,0,1,0,,,,,,Audio Check,diş
6,1701392913640,01/12/2023 01:08:33,1701392913440,-5,30/11/2023 20:08:33,146089,8,task-axcc,,33341194,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Audio Check,9,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,,,END TASK,,,,,16854,,,,,0,1,0,,,,,,,
1,1701393037535,01/12/2023 01:10:37,1701393037675,-5,30/11/2023 20:10:37,146089,8,task-axcc,,33341218,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1323,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701393055230,01/12/2023 01:10:55,1701393055401,-5,30/11/2023 20:10:55,146089,8,task-axcc,,33341218,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1279,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,17686.199999999255,,,,,0,1,0,,,,,,Instructions,
3,1701393057416,01/12/2023 01:10:57,1701393057606,-5,30/11/2023 20:10:57,146089,8,task-axcc,,33341218,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1279,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2199.2999999970198,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701393058432,01/12/2023 01:10:58,1701393058625,-5,30/11/2023 20:10:58,146089,8,task-axcc,,33341218,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1279,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3217.39999999851,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701393061047,01/12/2023 01:11:01,1701393061239,-5,30/11/2023 20:11:01,146089,8,task-axcc,,33341218,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1279,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,2611.10000000149,,,,,0,1,0,,,,,,Audio Check,diş
6,1701393061174,01/12/2023 01:11:01,1701393061241,-5,30/11/2023 20:11:01,146089,8,task-axcc,,33341218,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1279,,,,Audio Check,9,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,,,END TASK,,,,,23566,,,,,0,1,0,,,,,,,
1,1701393795586,01/12/2023 01:23:15,1701393798527,-5,30/11/2023 20:23:18,146089,8,task-axcc,,33341344,BLIND,9871938,,complete,,656934f22403f862cd7b8ac7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701393863896,01/12/2023 01:24:23,1701393866870,-5,30/11/2023 20:24:26,146089,8,task-axcc,,33341344,BLIND,9871938,,complete,,656934f22403f862cd7b8ac7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,68308.5,,,,,0,1,0,,,,,,Instructions,
3,1701393867959,01/12/2023 01:24:27,1701393870950,-5,30/11/2023 20:24:30,146089,8,task-axcc,,33341344,BLIND,9871938,,complete,,656934f22403f862cd7b8ac7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,4070.300000011921,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701393870460,01/12/2023 01:24:30,1701393873444,-5,30/11/2023 20:24:33,146089,8,task-axcc,,33341344,BLIND,9871938,,complete,,656934f22403f862cd7b8ac7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,6564.5,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Audio Check,diş
5,1701393872261,01/12/2023 01:24:32,1701393875250,-5,30/11/2023 20:24:35,146089,8,task-axcc,,33341344,BLIND,9871938,,complete,,656934f22403f862cd7b8ac7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,8369.899999976158,,,diş,1,1,0,0,,,,,,Audio Check,diş
6,1701393873889,01/12/2023 01:24:33,1701393876865,-5,30/11/2023 20:24:36,146089,8,task-axcc,,33341344,BLIND,9871938,,complete,,656934f22403f862cd7b8ac7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1608.5,,,,,0,1,0,,,,,,Audio Check,diş
7,1701393874029,01/12/2023 01:24:34,1701393876868,-5,30/11/2023 20:24:36,146089,8,task-axcc,,33341344,BLIND,9871938,,complete,,656934f22403f862cd7b8ac7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,1,,yes,Spreadsheet1,,,END TASK,,,,,78341,,,,,0,1,0,,,,,,,
1,1701394079287,01/12/2023 01:27:59,1701394078477,11,01/12/2023 12:27:58,146089,8,task-axcc,,33341393,BLIND,9871944,,complete,,6569361469aa56111e0d56c6,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1188x571,,,,Audio Check,9,SoundCheckPassed,1,test passed,2,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701394089840,01/12/2023 01:28:09,1701394089065,11,01/12/2023 12:28:09,146089,8,task-axcc,,33341393,BLIND,9871944,,complete,,6569361469aa56111e0d56c6,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1188x571,,,,Audio Check,9,SoundCheckPassed,1,test passed,2,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,10559.100000023842,,,,,0,1,0,,,,,,Instructions,
3,1701394091766,01/12/2023 01:28:11,1701394091002,11,01/12/2023 12:28:11,146089,8,task-axcc,,33341393,BLIND,9871944,,complete,,6569361469aa56111e0d56c6,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1188x571,,,,Audio Check,9,SoundCheckPassed,1,test passed,2,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,1920.1000000238419,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701394093475,01/12/2023 01:28:13,1701394092732,11,01/12/2023 12:28:12,146089,8,task-axcc,,33341393,BLIND,9871944,,complete,,6569361469aa56111e0d56c6,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1188x571,,,,Audio Check,9,SoundCheckPassed,1,test passed,2,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3649.699999988079,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701394098505,01/12/2023 01:28:18,1701394097740,11,01/12/2023 12:28:17,146089,8,task-axcc,,33341393,BLIND,9871944,,complete,,6569361469aa56111e0d56c6,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1188x571,,,,Audio Check,9,SoundCheckPassed,1,test passed,2,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,5002.5,,,,,0,1,0,,,,,,Audio Check,diş
6,1701394098810,01/12/2023 01:28:18,1701394097745,11,01/12/2023 12:28:17,146089,8,task-axcc,,33341393,BLIND,9871944,,complete,,6569361469aa56111e0d56c6,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1188x571,,,,Audio Check,9,SoundCheckPassed,1,test passed,2,,,,,,yes,Spreadsheet1,,,END TASK,,,,,19268,,,,,0,1,0,,,,,,,
1,1701394126101,01/12/2023 01:28:46,1701394125893,10,01/12/2023 11:28:45,146089,8,task-axcc,,33341399,BLIND,9871950,,complete,,656936732e961f9dd4da7296,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701394128289,01/12/2023 01:28:48,1701394128114,10,01/12/2023 11:28:48,146089,8,task-axcc,,33341399,BLIND,9871950,,complete,,656936732e961f9dd4da7296,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2173,,,,,0,1,0,,,,,,Instructions,
3,1701394131200,01/12/2023 01:28:51,1701394131018,10,01/12/2023 11:28:51,146089,8,task-axcc,,33341399,BLIND,9871950,,complete,,656936732e961f9dd4da7296,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,2891,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701394132191,01/12/2023 01:28:52,1701394132037,10,01/12/2023 11:28:52,146089,8,task-axcc,,33341399,BLIND,9871950,,complete,,656936732e961f9dd4da7296,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,3908.000000000002,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701394133384,01/12/2023 01:28:53,1701394133203,10,01/12/2023 11:28:53,146089,8,task-axcc,,33341399,BLIND,9871950,,complete,,656936732e961f9dd4da7296,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1157.9999999999982,,,,,0,1,0,,,,,,Audio Check,diş
6,1701394133710,01/12/2023 01:28:53,1701394133207,10,01/12/2023 11:28:53,146089,8,task-axcc,,33341399,BLIND,9871950,,complete,,656936732e961f9dd4da7296,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Audio Check,9,SoundCheckPassed,6,test passed,,,,,,4,yes,Spreadsheet1,,,END TASK,,,,,7314,,,,,0,1,0,,,,,,,
1,1701395373191,01/12/2023 01:49:33,1701395372978,-6,30/11/2023 19:49:32,146089,8,task-axcc,,33341508,BLIND,9871989,,complete,,65693b2ce4535adae82342af,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x814,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1701395374890,01/12/2023 01:49:34,1701395374715,-6,30/11/2023 19:49:34,146089,8,task-axcc,,33341508,BLIND,9871989,,complete,,65693b2ce4535adae82342af,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x814,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,1710.2999999970198,,,,,0,1,0,,,,,,Instructions,
3,1701395378378,01/12/2023 01:49:38,1701395378180,-6,30/11/2023 19:49:38,146089,8,task-axcc,,33341508,BLIND,9871989,,complete,,65693b2ce4535adae82342af,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x814,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone1,content_web_audio,3459.699999988079,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Audio Check,diş
4,1701395379500,01/12/2023 01:49:39,1701395379329,-6,30/11/2023 19:49:39,146089,8,task-axcc,,33341508,BLIND,9871989,,complete,,65693b2ce4535adae82342af,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x814,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone3,response_rating_scale_likert_active,4608.199999988079,,,diş,1,1,0,0,,,,,,Audio Check,diş
5,1701395380607,01/12/2023 01:49:40,1701395380429,-6,30/11/2023 19:49:40,146089,8,task-axcc,,33341508,BLIND,9871989,,complete,,65693b2ce4535adae82342af,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x814,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,Correct,advancementZone,continue_button,1094.2999999970198,,,,,0,1,0,,,,,,Audio Check,diş
6,1701395380745,01/12/2023 01:49:40,1701395380433,-6,30/11/2023 19:49:40,146089,8,task-axcc,,33341508,BLIND,9871989,,complete,,65693b2ce4535adae82342af,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x814,,,,Audio Check,9,SoundCheckPassed,3,test passed,,,4,,,,yes,Spreadsheet1,,,END TASK,,,,,7455,,,,,0,1,0,,,,,,,
1,1701396676535,01/12/2023 02:11:16,1701396677719,3,01/12/2023 05:11:17,146089,8,task-axcc,,33341598,BLIND,9872014,,complete,,65693ff403a08dc0ab41c6bd,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1440x960,1440x791,,,,Audio Check,9,SoundCheckPassed,5,test passed,,,,,3,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
