Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Randomise questionnaire elements?,END QUESTIONNAIRE
1,1701392911694,01/12/2023 01:08:31,1701392912396,1,01/12/2023 02:08:32,146089,8,questionnaire-yepb,,33341197,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,5,yes,No,2168
1,1701393043452,01/12/2023 01:10:43,1701393041203,1,01/12/2023 02:10:41,146089,8,questionnaire-yepb,,33341219,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Final message,4,SoundCheckPassed,1,test passed,6,,,,,,yes,No,1852
1,1701393538788,01/12/2023 01:18:58,1701393538549,-5,30/11/2023 20:18:58,146089,8,questionnaire-yepb,,33341310,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Final message,4,SoundCheckPassed,3,test passed,,,6,,,,yes,No,2521
1,1701393707824,01/12/2023 01:21:47,1701393707654,-5,30/11/2023 20:21:47,146089,8,questionnaire-yepb,,33341329,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Final message,4,SoundCheckPassed,4,test passed,,,,1,,,yes,No,3153
1,1701394469679,01/12/2023 01:34:29,1701394469843,-5,30/11/2023 20:34:29,146089,8,questionnaire-yepb,,33341442,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,1278x1252,,,,Final message,4,SoundCheckPassed,2,test passed,,4,,,,,yes,No,3896
1,1701394777420,01/12/2023 01:39:37,1701394776596,11,01/12/2023 12:39:36,146089,8,questionnaire-yepb,,33341462,BLIND,9871944,,complete,,6569361469aa56111e0d56c6,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1188x571,,,,Final message,4,SoundCheckPassed,1,test passed,2,,,,,,yes,No,3496
1,1701394840864,01/12/2023 01:40:40,1701394840670,10,01/12/2023 11:40:40,146089,8,questionnaire-yepb,,33341466,BLIND,9871950,,complete,,656936732e961f9dd4da7296,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,430x932,814x374,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,4,yes,No,3225
1,1701395012959,01/12/2023 01:43:32,1701395015869,-5,30/11/2023 20:43:35,146089,8,questionnaire-yepb,,33341477,BLIND,9871938,,complete,,656934f22403f862cd7b8ac7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x707,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,1,,yes,No,3763
1,1701395927152,01/12/2023 01:58:47,1701395926926,-6,30/11/2023 19:58:46,146089,8,questionnaire-yepb,,33341550,BLIND,9871989,,complete,,65693b2ce4535adae82342af,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x814,,,,Final message,4,SoundCheckPassed,3,test passed,,,4,,,,yes,No,2384
1,1701398126155,01/12/2023 02:35:26,1701398127319,3,01/12/2023 05:35:27,146089,8,questionnaire-yepb,,33341722,BLIND,9872014,,complete,,65693ff403a08dc0ab41c6bd,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1440x960,1440x791,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,3,,yes,No,1840
1,1701400214191,01/12/2023 03:10:14,1701400213945,11,01/12/2023 14:10:13,146089,8,questionnaire-yepb,,33341829,BLIND,9872070,,complete,,656949236b0eea2328e2d755,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Final message,4,SoundCheckPassed,4,test passed,,,,3,,,yes,No,4168
1,1701401029238,01/12/2023 03:23:49,1701401029032,10.5,01/12/2023 13:53:49,146089,8,questionnaire-yepb,,33341866,BLIND,9872101,,complete,,65694e7b3314a65dec78e750,mobile,Apple iPhone,iOS 16.1.1,Mobile Safari 16.1,428x926,832x345,,,,Final message,4,SoundCheckPassed,2,test passed,,1,,,,,yes,No,1375
1,1701403116422,01/12/2023 03:58:36,1701403115754,-5,30/11/2023 22:58:35,146089,8,questionnaire-yepb,,33341980,BLIND,9872129,,complete,,656956e17a9f309a332b89c5,computer,Desktop or Laptop,Windows 10,Firefox 120.0,1280x720,1280x606,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,2,yes,No,2023
1,1701405064179,01/12/2023 04:31:04,1701405063197,11,01/12/2023 15:31:03,146089,8,questionnaire-yepb,,33342112,BLIND,9872182,,complete,,65695eda56d3d7ca3fd50a27,computer,Desktop or Laptop,Windows 10,Firefox 119.0,1920x1080,1920x965,,,,Final message,4,SoundCheckPassed,1,test passed,5,,,,,,yes,No,1380
1,1701407384352,01/12/2023 05:09:44,1701407384891,-5,01/12/2023 00:09:44,146089,8,questionnaire-yepb,,33342320,BLIND,9872222,,complete,,656966424bde2a6c9da09286,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x923,,,,Final message,4,SoundCheckPassed,3,test passed,,,1,,,,yes,No,2875
1,1701407963468,01/12/2023 05:19:23,1701407963341,-8,30/11/2023 21:19:23,146089,8,questionnaire-yepb,,33342378,BLIND,9872253,,complete,,65696ae896dbd6323c50dbf8,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,430x932,814x374,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,6,,yes,No,2358
1,1701408872093,01/12/2023 05:34:32,1701408870935,-5,01/12/2023 00:34:30,146089,8,questionnaire-yepb,,33342454,BLIND,9872265,,complete,,65696c6c6ea276f3fef4874a,mobile,undefined K,Android 10,Chrome 119.0.0.0,800x360,723x280,,,,Final message,4,SoundCheckPassed,2,test passed,,6,,,,,yes,No,3627
1,1701410590664,01/12/2023 06:03:10,1701410590192,-7,30/11/2023 23:03:10,146089,8,questionnaire-yepb,,33342585,BLIND,9872289,,complete,,656973fb0e913fda4f78ecc7,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Final message,4,SoundCheckPassed,4,test passed,,,,5,,,yes,No,3281
1,1701411255467,01/12/2023 06:14:15,1701411255252,11,01/12/2023 17:14:15,146089,8,questionnaire-yepb,,33342648,BLIND,9872297,,complete,,656975de58327133884b3785,mobile,Apple iPhone,iOS 17.1,Chrome 119.0.6045.169,428x926,832x372,,,,Final message,4,SoundCheckPassed,4,test passed,,,,6,,,yes,No,4845
1,1701414682468,01/12/2023 07:11:22,1701414682447,1,01/12/2023 08:11:22,146089,8,questionnaire-yepb,,33342983,BLIND,9872391,,complete,,6569838fa782f752f59cdf7d,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1366x768,1366x607,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,1,yes,No,1620
1,1701414839892,01/12/2023 07:13:59,1701414839794,0,01/12/2023 07:13:59,146089,8,questionnaire-yepb,,33342999,BLIND,9872389,,complete,,656983552cffcd8156cf027a,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,4,,yes,No,5360
1,1701415805619,01/12/2023 07:30:05,1701415805502,0,01/12/2023 07:30:05,146089,8,questionnaire-yepb,,33343122,BLIND,9872397,,complete,,656984bfd2d8b133155104ac,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1536x864,1488x742,,,,Final message,4,SoundCheckPassed,3,test passed,,,2,,,,yes,No,4569
1,1701416007333,01/12/2023 07:33:27,1701416005157,0,01/12/2023 07:33:25,146089,8,questionnaire-yepb,,33343136,BLIND,9872421,,complete,,65697e067a9f309a332b8ee1,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x697,,,,Final message,4,SoundCheckPassed,1,test passed,3,,,,,,yes,No,3332
1,1701417471531,01/12/2023 07:57:51,1701417471244,0,01/12/2023 07:57:51,146089,8,questionnaire-yepb,,33343464,BLIND,9872467,,complete,,65698d84ebcc6e68b6d3ed9e,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x815,,,,Final message,4,SoundCheckPassed,2,test passed,,3,,,,,yes,No,3601
1,1701417924561,01/12/2023 08:05:24,1701417924328,1,01/12/2023 09:05:24,146089,8,questionnaire-yepb,,33343540,BLIND,9872565,,complete,,6569911a6b0eea2328e2e00d,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,375x812,712x292,,,,Final message,4,SoundCheckPassed,1,test passed,4,,,,,,yes,No,2177
1,1701418024585,01/12/2023 08:07:04,1701418024529,0,01/12/2023 08:07:04,146089,8,questionnaire-yepb,,33343562,BLIND,9872571,,complete,,6569920569aa56111e0d61a7,mobile,Apple iPhone,iOS 17.1,GSA 291.0.582931352,393x852,734x268,,,,Final message,4,SoundCheckPassed,2,test passed,,5,,,,,yes,No,3191
1,1701418327110,01/12/2023 08:12:07,1701418327033,0,01/12/2023 08:12:07,146089,8,questionnaire-yepb,,33343623,BLIND,9872585,,complete,,6569937cfc7f559245d3f257,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,375x812,710x292,,,,Final message,4,SoundCheckPassed,6,test passed,,,,,,3,yes,No,2144
1,1701418374747,01/12/2023 08:12:54,1701418374671,0,01/12/2023 08:12:54,146089,8,questionnaire-yepb,,33343632,BLIND,9872574,,complete,,65699204d2d8b1331551069d,mobile,Apple iPhone,iOS 17.1,Chrome 120.0.6099.50,393x852,734x337,,,,Final message,4,SoundCheckPassed,5,test passed,,,,,2,,yes,No,3936
1,1701419498819,01/12/2023 08:31:38,1701419501938,0,01/12/2023 08:31:41,146089,8,questionnaire-yepb,,33343860,BLIND,9872637,,complete,,6569977d26d8ec8117c637ce,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1536x864,1536x715,,,,Final message,4,SoundCheckPassed,3,test passed,,,5,,,,yes,No,1464
1,1701420124877,01/12/2023 08:42:04,1701420124797,0,01/12/2023 08:42:04,146089,8,questionnaire-yepb,,33344007,BLIND,9872662,,complete,,65699a0ad2d8b133155108a5,mobile,Apple iPhone,iOS 17.1.1,Mobile Safari 17.1.1,393x852,734x310,,,,Final message,4,SoundCheckPassed,2,test passed,,3,,,,,yes,No,3469
1,1701420391725,01/12/2023 08:46:31,1701420391636,0,01/12/2023 08:46:31,146089,8,questionnaire-yepb,,33344032,BLIND,9872658,,complete,,656999be6a7f7c6e868078da,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Final message,4,SoundCheckPassed,3,test passed,,,6,,,,yes,No,3291
1,1701420532825,01/12/2023 08:48:52,1701420532671,0,01/12/2023 08:48:52,146089,8,questionnaire-yepb,,33344051,BLIND,9872671,,complete,,65699ab853b2ccf77ec88e3d,mobile,Apple iPhone,iOS 16.6.1,Mobile Safari 16.6,390x844,750x307,,,,Final message,4,SoundCheckPassed,1,test passed,2,,,,,,yes,No,2921
1,1701420589074,01/12/2023 08:49:49,1701420588969,1,01/12/2023 09:49:48,146089,8,questionnaire-yepb,,33344066,BLIND,9872650,,complete,,65699913239b3039b0c8899f,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3,1512x982,1512x865,,,,Final message,4,SoundCheckPassed,4,test passed,,,,2,,,yes,No,1722
1,1701421389125,01/12/2023 09:03:09,1701421389677,0,01/12/2023 09:03:09,146089,8,questionnaire-yepb,,33344170,BLIND,9872701,,complete,,65699c736a7f7c6e86807985,mobile,undefined K,Android 10,Chrome 119.0.0.0,873x393,792x303,,,,Final message,4,SoundCheckPassed,4,test passed,,,,3,,,yes,No,3238
