Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-xe3o,randomiser-mhmr,branch-632j,randomiser-ydsz,randomiser-dv67,randomiser-4jvp,randomiser-whjp,randomiser-8x67,randomiser-wkma,branch-tihy,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display
1,1701392209521,01/12/2023 00:56:49,1701392207300,1,01/12/2023 01:56:47,146089,8,task-vpa3,,33341120,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701392256545,01/12/2023 00:57:36,1701392254373,1,01/12/2023 01:57:34,146089,8,task-vpa3,,33341120,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,47037.80000001192,,,,,0,1,0,,,,,,Prompt
3,1701392256644,01/12/2023 00:57:36,1701392254393,1,01/12/2023 01:57:34,146089,8,task-vpa3,,33341120,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2.199999988079071,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701392259842,01/12/2023 00:57:39,1701392257663,1,01/12/2023 01:57:37,146089,8,task-vpa3,,33341120,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,3271.899999976158,,,1,1,1,0,0,,,,,,Task
5,1701392259910,01/12/2023 00:57:39,1701392257669,1,01/12/2023 01:57:37,146089,8,task-vpa3,,33341120,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.800000011920929,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1701392261445,01/12/2023 00:57:41,1701392259287,1,01/12/2023 01:57:39,146089,8,task-vpa3,,33341120,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,1618,,,7,1,1,0,0,,,,,,Task
7,1701392261513,01/12/2023 00:57:41,1701392259293,1,01/12/2023 01:57:39,146089,8,task-vpa3,,33341120,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1701392264436,01/12/2023 00:57:44,1701392262285,1,01/12/2023 01:57:42,146089,8,task-vpa3,,33341120,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,2993,,,4,1,1,0,0,,,,,,Task
9,1701392265457,01/12/2023 00:57:45,1701392263286,1,01/12/2023 01:57:43,146089,8,task-vpa3,,33341120,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,996.2000000476837,,,,,0,1,0,,,,,,Task
10,1701392265502,01/12/2023 00:57:45,1701392263298,1,01/12/2023 01:57:43,146089,8,task-vpa3,,33341120,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.48399999999674,,,,,0,1,0,,,1,,,Task
11,1701392265502,01/12/2023 00:57:45,1701392263300,1,01/12/2023 01:57:43,146089,8,task-vpa3,,33341120,BLIND,9871884,,complete,,65692ede1b6b5ecd284b2d6a,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,1920x1080,1920x931,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,1,test passed,6,,,,,,yes,Spreadsheet1,,,END TASK,,,,,56000,,,,,0,1,0,,,,,,
1,1701392398590,01/12/2023 00:59:58,1701392399264,1,01/12/2023 01:59:59,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701392451254,01/12/2023 01:00:51,1701392451964,1,01/12/2023 02:00:51,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,52649,,,,,0,1,0,,,,,,Prompt
3,1701392451353,01/12/2023 01:00:51,1701392451982,1,01/12/2023 02:00:51,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.600000023841858,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701392453822,01/12/2023 01:00:53,1701392454529,1,01/12/2023 02:00:54,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2548.100000023842,,,AUDIO PLAY REQUESTED,2,0,1,0,,,,,,Task
5,1701392455274,01/12/2023 01:00:55,1701392456012,1,01/12/2023 02:00:56,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,4030.2000000476837,,,1,1,1,0,0,,,,,,Task
6,1701392455361,01/12/2023 01:00:55,1701392456019,1,01/12/2023 02:00:56,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.6999999284744263,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
7,1701392456483,01/12/2023 01:00:56,1701392457211,1,01/12/2023 02:00:57,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,1192.5999999046326,,,7,1,1,0,0,,,,,,Task
8,1701392456585,01/12/2023 01:00:56,1701392457219,1,01/12/2023 02:00:57,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
9,1701392458389,01/12/2023 01:00:58,1701392459111,1,01/12/2023 02:00:59,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,1893,,,4,1,1,0,0,,,,,,Task
10,1701392459395,01/12/2023 01:00:59,1701392460131,1,01/12/2023 02:01:00,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1013.3999999761581,,,,,0,1,0,,,,,,Task
11,1701392459485,01/12/2023 01:00:59,1701392460144,1,01/12/2023 02:01:00,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.70100000000093,,,,,0,1,0,,,1,,,Task
12,1701392459485,01/12/2023 01:00:59,1701392460147,1,01/12/2023 02:01:00,146089,8,task-vpa3,,33341141,BLIND,9871892,,complete,,65692fbb4c6d497f8fcef03e,computer,Desktop or Laptop,Windows 10,Edge 119.0.0.0,1920x1080,1825x964,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,6,test passed,,,,,,5,yes,Spreadsheet1,,,END TASK,,,,,60883,,,,,0,1,0,,,,,,
1,1701392742971,01/12/2023 01:05:42,1701392742743,-5,30/11/2023 20:05:42,146089,8,task-vpa3,,33341178,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701392791623,01/12/2023 01:06:31,1701392791443,-5,30/11/2023 20:06:31,146089,8,task-vpa3,,33341178,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,48662.60000000149,,,,,0,1,0,,,,,,Prompt
3,1701392791783,01/12/2023 01:06:31,1701392791466,-5,30/11/2023 20:06:31,146089,8,task-vpa3,,33341178,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,2.7999999970197678,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701392797888,01/12/2023 01:06:37,1701392797723,-5,30/11/2023 20:06:37,146089,8,task-vpa3,,33341178,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,6258.10000000149,,,1,1,1,0,0,,,,,,Task
5,1701392798046,01/12/2023 01:06:38,1701392797733,-5,30/11/2023 20:06:37,146089,8,task-vpa3,,33341178,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,1.6000000014901161,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1701392800902,01/12/2023 01:06:40,1701392800733,-5,30/11/2023 20:06:40,146089,8,task-vpa3,,33341178,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,3001,,,7,1,1,0,0,,,,,,Task
7,1701392801053,01/12/2023 01:06:41,1701392800743,-5,30/11/2023 20:06:40,146089,8,task-vpa3,,33341178,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,1.5999999940395355,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1701392806859,01/12/2023 01:06:46,1701392806677,-5,30/11/2023 20:06:46,146089,8,task-vpa3,,33341178,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,5934.5,,,4,1,1,0,0,,,,,,Task
9,1701392808063,01/12/2023 01:06:48,1701392807882,-5,30/11/2023 20:06:47,146089,8,task-vpa3,,33341178,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1199.4000000059605,,,,,0,1,0,,,,,,Task
10,1701392808219,01/12/2023 01:06:48,1701392807903,-5,30/11/2023 20:06:47,146089,8,task-vpa3,,33341178,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.66599999999744,,,,,0,1,0,,,1,,,Task
11,1701392808219,01/12/2023 01:06:48,1701392807905,-5,30/11/2023 20:06:47,146089,8,task-vpa3,,33341178,BLIND,9871900,,complete,,656930e24bde2a6c9da08919,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1440x900,1440x735,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,3,test passed,,,6,,,,yes,Spreadsheet1,,,END TASK,,,,,65162,,,,,0,1,0,,,,,,
1,1701392915497,01/12/2023 01:08:35,1701392915385,-5,30/11/2023 20:08:35,146089,8,task-vpa3,,33341199,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701393016863,01/12/2023 01:10:16,1701393016774,-5,30/11/2023 20:10:16,146089,8,task-vpa3,,33341199,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,101361.89999999851,,,,,0,1,0,,,,,,Prompt
3,1701393016981,01/12/2023 01:10:16,1701393016795,-5,30/11/2023 20:10:16,146089,8,task-vpa3,,33341199,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.8999999985098839,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701393020709,01/12/2023 01:10:20,1701393020642,-5,30/11/2023 20:10:20,146089,8,task-vpa3,,33341199,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,3848.5,,,1,1,1,0,0,,,,,,Task
5,1701393020826,01/12/2023 01:10:20,1701393020650,-5,30/11/2023 20:10:20,146089,8,task-vpa3,,33341199,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.6999999955296516,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1701393027346,01/12/2023 01:10:27,1701393027274,-5,30/11/2023 20:10:27,146089,8,task-vpa3,,33341199,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,6624.5,,,7,1,1,0,0,,,,,,Task
7,1701393027481,01/12/2023 01:10:27,1701393027282,-5,30/11/2023 20:10:27,146089,8,task-vpa3,,33341199,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.6000000014901161,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1701393032388,01/12/2023 01:10:32,1701393032322,-5,30/11/2023 20:10:32,146089,8,task-vpa3,,33341199,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,5040.80000000447,,,4,1,1,0,0,,,,,,Task
9,1701393033638,01/12/2023 01:10:33,1701393033574,-5,30/11/2023 20:10:33,146089,8,task-vpa3,,33341199,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1248.8000000044703,,,,,0,1,0,,,,,,Task
10,1701393033763,01/12/2023 01:10:33,1701393033597,-5,30/11/2023 20:10:33,146089,8,task-vpa3,,33341199,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,Spreadsheet1,2,1,6,move,Zone1,timelimit_screen,16.66599999999744,,,,,0,1,0,,,1,,,Task
11,1701393033763,01/12/2023 01:10:33,1701393033599,-5,30/11/2023 20:10:33,146089,8,task-vpa3,,33341199,BLIND,9871903,,complete,,65693176fc7f559245d3e346,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 119.0.0.0,1920x1080,1097x536,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,4,test passed,,,,1,,,yes,Spreadsheet1,,,END TASK,,,,,118214,,,,,0,1,0,,,,,,
1,1701393062715,01/12/2023 01:11:02,1701393062862,-5,30/11/2023 20:11:02,146089,8,task-vpa3,,33341224,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1279,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,
2,1701393081399,01/12/2023 01:11:21,1701393081572,-5,30/11/2023 20:11:21,146089,8,task-vpa3,,33341224,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1275,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,18673.29999999702,,,,,0,1,0,,,,,,Prompt
3,1701393081549,01/12/2023 01:11:21,1701393081587,-5,30/11/2023 20:11:21,146089,8,task-vpa3,,33341224,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1275,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone4,content_web_audio,1.300000000745058,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
4,1701393090061,01/12/2023 01:11:30,1701393090259,-5,30/11/2023 20:11:30,146089,8,task-vpa3,,33341224,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1275,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,1,sraba_check,Zone1,response_rating_scale_likert_active,8672.70000000298,,,1,1,1,0,0,,,,,,Task
5,1701393090205,01/12/2023 01:11:30,1701393090264,-5,30/11/2023 20:11:30,146089,8,task-vpa3,,33341224,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1275,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone4,content_web_audio,0.5,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
6,1701393097085,01/12/2023 01:11:37,1701393097276,-5,30/11/2023 20:11:37,146089,8,task-vpa3,,33341224,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1275,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,2,tado_check,Zone1,response_rating_scale_likert_active,7012.20000000298,,,7,1,1,0,0,,,,,,Task
7,1701393097225,01/12/2023 01:11:37,1701393097281,-5,30/11/2023 20:11:37,146089,8,task-vpa3,,33341224,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1275,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone4,content_web_audio,0.3999999985098839,,,AUDIO PLAY REQUESTED,1,0,1,0,,,,,,Task
8,1701393102261,01/12/2023 01:11:42,1701393102452,-5,30/11/2023 20:11:42,146089,8,task-vpa3,,33341224,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1275,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,3,yana_check,Zone1,response_rating_scale_likert_active,5170.89999999851,,,4,1,1,0,0,,,,,,Task
9,1701393103652,01/12/2023 01:11:43,1701393103837,-5,30/11/2023 20:11:43,146089,8,task-vpa3,,33341224,BLIND,9871913,,complete,,6569321bb6f1cb9e1fa08baa,computer,Desktop or Laptop,Windows 10,Chrome 119.0.0.0,2560x1440,2560x1275,,,,Guided Test Run Phonotactics,7,SoundCheckPassed,2,test passed,,4,,,,,yes,Spreadsheet1,Spreadsheet1,2,1,4,success,advancementZone,continue_button,1381.300000000745,,,,,0,1,0,,,,,,Task
